"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","occurrence_id","tmax_mean_c","prec_mean_annual","elevation","NDVI"
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8832,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-09-06","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8833,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Libellula depressa",46.38751,6.88615,"2022-06-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8834,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-09-06","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8835,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8836,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8837,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8838,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8839,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8840,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8841,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8842,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8843,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-04-09","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8844,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8845,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8846,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8847,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8848,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8849,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-01-26","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8850,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8851,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8852,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8853,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8854,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8855,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8856,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Libellula depressa",46.38751,6.88615,"2024-06-06","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8857,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8858,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8859,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8860,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8861,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8862,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8863,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8864,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8865,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8866,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8867,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2024-02-20","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8868,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8869,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Libellula depressa",46.38751,6.88615,"2022-05-04","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8870,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8871,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8872,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8873,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8874,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8875,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Libellula depressa",46.38751,6.88615,"2022-05-15","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8876,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8877,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8878,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8879,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8880,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8881,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8882,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8883,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8884,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8885,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8886,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-04-09","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8887,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8888,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8889,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8890,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8891,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8892,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8893,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8894,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-04-09","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8895,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Libellula depressa",46.38751,6.88615,"2022-04-27","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8896,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8897,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8898,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8899,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8900,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8901,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8902,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8903,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8904,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8905,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8906,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8907,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8908,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8909,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8910,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8911,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8912,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8913,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8914,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8915,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Libellula depressa",46.38751,6.88615,"2024-05-20","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8916,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8917,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8918,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8919,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8920,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8921,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8922,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2025-03-01","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8923,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8924,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8925,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8926,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Libellula depressa",46.38751,6.88615,"2023-05-11","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8927,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Libellula depressa",46.38751,6.88615,"2022-05-11","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8928,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8929,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8930,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8931,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8932,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8933,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8934,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8935,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8936,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8937,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8938,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8939,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8940,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2024-02-15","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8941,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-18","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8942,16.0145833333333,105.333333333333,379,0.867033333333334
166,"Castor fiber",46.38751,6.88615,"2023-02-25","gbif","Warm Temperate","Moist","Forest","Plains","Warm Temperate Moist",45,158,6,"Warm Temperate Moist Forest on Plains","#2D9E06",8943,16.0145833333333,105.333333333333,379,0.867033333333334
